"SPECIES_CODE","SPECIES_NAME","COMMON_NAME","ID_RANK","DATABASE","DATABASE_ID","GENUS_TAXON","SUBFAMILY_TAXON","FAMILY_TAXON","SUPERFAMILY_TAXON","INFRAORDER_TAXON","SUBORDER_TAXON","ORDER_TAXON","SUPERORDER_TAXON","INFRACLASS_TAXON","SUBCLASS_TAXON","CLASS_TAXON","SUPERCLASS_TAXON","SUBPHYLUM_TAXON","PHYLUM_TAXON","KINGDOM_TAXON","GROUP_CODE"
212,"Apristurus kampae","longnose cat shark","species","WORMS","271342","Apristurus","","Pentanchidae","","","","Carcharhiniformes","Galeomorphi","Selachii","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",212
213,"Apristurus sp.","","genus","WORMS","105727","Apristurus","","Pentanchidae","","","","Carcharhiniformes","Galeomorphi","Selachii","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",213
214,"Cephaloscyllium ventriosum","swell shark","species","WORMS","277105","Cephaloscyllium","","Scyliorhinidae","","","","Carcharhiniformes","Galeomorphi","Selachii","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",214
222,"Hexanchus griseus","sixgill shark","species","WORMS","105833","Hexanchus","","Hexanchidae","","","","Hexanchiformes","Squalomorphi","Selachii","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",222
232,"Lamna ditropis","salmon shark","species","WORMS","271421","Lamna","","Lamnidae","","","","Lamniformes","Galeomorphi","Selachii","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",232
242,"Cetorhinus maximus","basking shark","species","WORMS","105837","Cetorhinus","","Cetorhinidae","","","","Lamniformes","Galeomorphi","Selachii","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",242
252,"Squatina californica","Pacific angel shark","species","WORMS","271667","Squatina","","Squatinidae","","","","Squatiniformes","Squalomorphi","Selachii","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",252
310,"Squalus suckleyi","spiny dogfish","species","WORMS","299224","Squalus","","Squalidae","","","","Squaliformes","Squalomorphi","Selachii","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",310
311,"Centroscyllium nigrum","combtooth dogfish","species","WORMS","271623","Centroscyllium","","Etmopteridae","","","","Squaliformes","Squalomorphi","Selachii","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",311
320,"Somniosus pacificus","Pacific sleeper shark","species","WORMS","271654","Somniosus","","Somniosidae","","","","Squaliformes","Squalomorphi","Selachii","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",320
332,"Galeorhinus galeus","soupfin shark","species","WORMS","105820","Galeorhinus","Galeorhininae","Triakidae","","","","Carcharhiniformes","Galeomorphi","Selachii","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",332
339,"Mustelus sp.","","genus","WORMS","105732","Mustelus","Triakinae","Triakidae","","","","Carcharhiniformes","Galeomorphi","Selachii","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",339
340,"Mustelus henlei","brown smoothhound","species","WORMS","271386","Mustelus","Triakinae","Triakidae","","","","Carcharhiniformes","Galeomorphi","Selachii","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",340
341,"Mustelus californicus","gray smoothhound","species","WORMS","271381","Mustelus","Triakinae","Triakidae","","","","Carcharhiniformes","Galeomorphi","Selachii","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",341
351,"Prionace glauca","blue shark","species","WORMS","105801","Prionace","","Carcharhinidae","","","","Carcharhiniformes","Galeomorphi","Selachii","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",351
355,"Triakis semifasciata","leopard shark","species","WORMS","279060","Triakis","Triakinae","Triakidae","","","","Carcharhiniformes","Galeomorphi","Selachii","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",355
400,"Rajidae","skate unid.","family","WORMS","105711","","","Rajidae","","","","Rajiformes","","Batoidea","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",400
401,"Rajiformes egg case","skate egg case unid.","order","WORMS","","","","","","","","Rajiformes","","Batoidea","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",401
402,"Bathyraja sp. egg case","Bathyraja sp. egg case","species","WORMS","","Bathyraja","","Arhynchobatidae","","","","Rajiformes","","Batoidea","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",402
403,"Raja sp. egg case","Raja sp. egg case","species","WORMS","","Raja","","Rajidae","","","","Rajiformes","","Batoidea","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",403
404,"Raja sp.","","genus","WORMS","105766","Raja","","Rajidae","","","","Rajiformes","","Batoidea","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",404
405,"Bathyraja sp.","","genus","WORMS","105761","Bathyraja","","Arhynchobatidae","","","","Rajiformes","","Batoidea","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",405
406,"Bathyraja spinosissima","white skate","species","WORMS","271536","Bathyraja","","Arhynchobatidae","","","","Rajiformes","","Batoidea","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",406
410,"Bathyraja abyssicola","deepsea skate","species","WORMS","271503","Bathyraja","","Arhynchobatidae","","","","Rajiformes","","Batoidea","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",410
411,"Bathyraja abyssicola egg case","deepsea skate egg case","species","WORMS","","Bathyraja","","Arhynchobatidae","","","","Rajiformes","","Batoidea","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",411
420,"Beringraja binoculata","big skate","species","WORMS","1021330","Beringraja","","Rajidae","","","","Rajiformes","","Batoidea","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",420
421,"Beringraja binoculata egg case","big skate egg case","species","WORMS","","Beringraja","","Rajidae","","","","Rajiformes","","Batoidea","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",421
425,"Beringraja inornata","California skate","species","WORMS","1461134","Beringraja","","Rajidae","","","","Rajiformes","","Batoidea","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",425
435,"Bathyraja interrupta","Bering skate","species","WORMS","271515","Bathyraja","","Arhynchobatidae","","","","Rajiformes","","Batoidea","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",435
436,"Bathyraja interrupta egg case","Bering skate egg case","species","WORMS","","Bathyraja","","Arhynchobatidae","","","","Rajiformes","","Batoidea","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",436
440,"Beringraja rhina","longnose skate","species","WORMS","1461133","Beringraja","","Rajidae","","","","Rajiformes","","Batoidea","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",440
441,"Beringraja rhina egg case","longnose skate egg case","species","WORMS","","Beringraja","","Rajidae","","","","Rajiformes","","Batoidea","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",441
445,"Amblyraja hyperborea","roughshoulder skate","species","WORMS","105863","Amblyraja","","Rajidae","","","","Rajiformes","","Batoidea","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",445
446,"Amblyraja hyperborea egg case","roughshoulder skate egg case","species","WORMS","","Amblyraja","","Rajidae","","","","Rajiformes","","Batoidea","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",446
450,"Beringraja stellulata","starry skate","species","WORMS","1461135","Beringraja","","Rajidae","","","","Rajiformes","","Batoidea","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",450
455,"Bathyraja taranetzi","mud skate","species","WORMS","298834","Bathyraja","","Arhynchobatidae","","","","Rajiformes","","Batoidea","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",455
456,"Bathyraja taranetzi egg case","mud skate egg case","species","WORMS","","Bathyraja","","Arhynchobatidae","","","","Rajiformes","","Batoidea","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",456
460,"Bathyraja trachura","roughtail skate","species","WORMS","271538","Bathyraja","","Arhynchobatidae","","","","Rajiformes","","Batoidea","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",460
461,"Bathyraja trachura egg case","roughtail skate egg case","species","WORMS","","Bathyraja","","Arhynchobatidae","","","","Rajiformes","","Batoidea","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",461
471,"Arctoraja parmifera","Alaska skate","species","WORMS","1577324","Arctoraja","","Rajidae","","","","Rajiformes","","Batoidea","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",471
472,"Bathyraja aleutica","Aleutian skate","species","WORMS","271506","Bathyraja","","Arhynchobatidae","","","","Rajiformes","","Batoidea","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",472
473,"Bathyraja aleutica egg case","Aleutian skate egg case","species","WORMS","","Bathyraja","","Arhynchobatidae","","","","Rajiformes","","Batoidea","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",473
474,"Arctoraja parmifera egg case","Alaska skate egg case","species","WORMS","","Arctoraja","","Rajidae","","","","Rajiformes","","Batoidea","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",474
475,"Bathyraja lindbergi","Commander skate","species","WORMS","271517","Bathyraja","","Arhynchobatidae","","","","Rajiformes","","Batoidea","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",475
476,"Bathyraja lindbergi egg case","Commander skate egg case","species","WORMS","","Bathyraja","","Arhynchobatidae","","","","Rajiformes","","Batoidea","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",476
477,"Bathyraja panthera","leopard skate","species","WORMS","712390","Bathyraja","","Arhynchobatidae","","","","Rajiformes","","Batoidea","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",477
478,"Bathyraja panthera egg case","leopard skate egg case","species","WORMS","","Bathyraja","","Arhynchobatidae","","","","Rajiformes","","Batoidea","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",478
480,"Bathyraja maculata","whiteblotched skate","species","WORMS","271520","Bathyraja","","Arhynchobatidae","","","","Rajiformes","","Batoidea","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",480
481,"Bathyraja maculata egg case","whiteblotched skate egg case","species","WORMS","","Bathyraja","","Arhynchobatidae","","","","Rajiformes","","Batoidea","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",481
483,"Bathyraja mariposa","butterfly skate","species","WORMS","271522","Bathyraja","","Arhynchobatidae","","","","Rajiformes","","Batoidea","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",483
484,"Bathyraja mariposa egg case","butterfly skate egg case","species","WORMS","","Bathyraja","","Arhynchobatidae","","","","Rajiformes","","Batoidea","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",484
485,"Bathyraja minispinosa","whitebrow skate","species","WORMS","271524","Bathyraja","","Arhynchobatidae","","","","Rajiformes","","Batoidea","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",485
486,"Bathyraja minispinosa egg case","whitebrow skate egg case","species","WORMS","","Bathyraja","","Arhynchobatidae","","","","Rajiformes","","Batoidea","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",486
490,"Bathyraja smirnovi","golden skate","species","WORMS","271535","Bathyraja","","Arhynchobatidae","","","","Rajiformes","","Batoidea","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",490
495,"Bathyraja violacea","Okhotsk skate","species","WORMS","271540","Bathyraja","","Arhynchobatidae","","","","Rajiformes","","Batoidea","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",495
610,"Tetronarce californica","Pacific electric ray","species","WORMS","845703","Tetronarce","Torpedininae","Torpedinidae","","","","Torpediniformes","","Batoidea","Neoselachii","Elasmobranchii","","Vertebrata","Chordata","Animalia",610
710,"Hydrolagus colliei","spotted ratfish","species","WORMS","271406","Hydrolagus","","Chimaeridae","","","","Chimaeriformes","","","","Holocephali","","Vertebrata","Chordata","Animalia",710
711,"Hydrolagus colliei egg case","spotted ratfish egg case","species","WORMS","","Hydrolagus","","Chimaeridae","","","","Chimaeriformes","","","","Holocephali","","Vertebrata","Chordata","Animalia",711
10001,"Pleuronectiformes","flatfish unid.","order","WORMS","10331","","","","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10001
10002,"Pleuronectiformes larvae","flatfish larvae","order","WORMS","","","","","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10002
10003,"Bothidae","lefteye flounder unid.","family","WORMS","125576","","","Bothidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10003
10008,"Citharichthys sp.","sanddab unid.","genus","WORMS","158786","Citharichthys","","Paralichthyidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10008
10009,"Citharichthys xanthostigma","longfin sanddab","species","WORMS","275699","Citharichthys","","Paralichthyidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10009
10010,"Citharichthys sordidus","Pacific sanddab","species","WORMS","275694","Citharichthys","","Paralichthyidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10010
10020,"Citharichthys stigmaeus","speckled sanddab","species","WORMS","275696","Citharichthys","","Paralichthyidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10020
10041,"Hippoglossina stomata","bigmouth sole","species","WORMS","275827","Hippoglossina","","Paralichthyidae","","","","Pleuronectiformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",10041
21444,"Rastrinus scutiger","roughskin sculpin","species","WORMS","282552","Rastrinus","","Cottidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",21444
21445,"Jordania zonope","longfin sculpin","species","WORMS","398459","Jordania","","Jordaniidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",21445
21446,"Icelus sp.","","genus","WORMS","126150","Icelus","","Cottidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",21446
21447,"Paricelinus hopliticus","thornback sculpin","species","WORMS","282147","Paricelinus","","Jordaniidae","","","Cottoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",21447
21484,"Paralabrax nebulifer","barred sand bass","species","WORMS","282059","Paralabrax","Serraninae","Serranidae","","","Serranoidei","Perciformes","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",21484
21500,"Embiotocidae","surfperch unid.","family","WORMS","151386","","","Embiotocidae","","","","Ovalentaria incertae sedis","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",21500
21501,"Amphistichus argenteus","barred surfperch","species","WORMS","279594","Amphistichus","","Embiotocidae","","","","Ovalentaria incertae sedis","","","","Teleostei","Actinopteri","Vertebrata","Chordata","Animalia",21501
